expression_id	physical_unique_source_occurrences	canonical_projected_occurrences	normalized_tex
expr-d5ea220ea0c041f7	1	1	!D = \textstyle\bigvee \Setabs{!D_{\Struct{M}}}{\Struct{M} \models_L !E}
expr-d9b614fc19823f62	1	1	\Struct{M}' \models_L !E'
expr-d9d0ca0c4215b9f1	1	1	\Struct{M} \elemequiv[L] \Struct{N}
expr-e06d4126730df978	1	1	\lforall[x][(\Atom{R}{x, c_1, \dots, c_n} \lif \ !F)]
expr-e32b0a33375051fc	1	1	!F \in L_2(\Lang{L})
expr-e5faf7f7c6a1d52b	1	1	\Struct{N}_n \not\models_L !E
expr-e632b7095b0bf32c	40	40	T
expr-ec0435d6526d88b3	1	1	q \in \mathcal{I}
expr-ef4bb1e9892269f8	1	1	I_n(\emptyset, \emptyset)
expr-f06c5d3ec6388312	1	1	\mathbf{c} = a_1, \dots a_n, b
expr-f0898f39e9a75aa3	1	1	b \in M
expr-f2079804fc84f390	2	2	\Domain{M} \cup \Domain{M}^{<\omega}
expr-f2708d9e29712594	10	9	\lexists
expr-f3f60851424cc81d	1	1	\Setabs{\Struct{M}}{\Struct{M} \models_L !E}
expr-f67ab10ad4e4c531	54	54	F
expr-f6fbfa6138a1ac7f	1	1	T(\mathbf{a}, b, \mathbf{c})
expr-f7b922353ddd2346	1	1	L(\Lang{L}) \subseteq L(\Lang{L'})
expr-f80eece1214c4a79	7	7	!D_1
expr-f888d2e33b66d0c5	30	44	!D
expr-fa3ba3bea2815bfb	2	2	\tuple{L_2, \models_{L_2}}
expr-fc3a62af67dce2ed	2	2	\tuple{L, \models_L} \le \tuple{F, \models}
expr-fd91a759a4fd118d	1	1	\Expan{M}{a}
